tax_delinquency,cartodb_id,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,bbl,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,standard_address
,3456018,36005003900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022660022,,190125,POKO-ST ANNS L.P.,9,1931,1,225 St Anns Avenue
1,3456030,36005001900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022780005,1,556650,SOBRO-GATEWAY HDFC,23,1900,1,130 Willis Avenue
,3456033,36005002701,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025500001,,477450,575 E 137TH ST REAL E,12,1910,1,575 East 137 Street
,3456039,36005003900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022850058,,162000,"MOTT HAVEN 140, LLC",11,1931,1,481 East 140 Street
,3456054,36005002500,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022800010,1,672300,"SOBRO 402 REALTY, LLC",20,1910,1,402 East 136 Street
1,3456059,36005001900,Mott Haven/Hunts Point,City Council District 17,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025900102,1,1140750,JASMINE COURT HOUSING,114,1905,1,759 East 138 Street
,3456065,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025550045,,318600,DIEGO BEEKMAN MUTUAL,16,1904,1,351 Beekman Avenue
,3456067,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025720001,,1456650,DIEGO BEEKMAN MUTUAL,60,1920,2,324 Powers Avenue
,3456077,36005002701,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025500008,,183150,QUADRANT PROPERTIES H,12,1931,1,572 East 138 Street
,3456087,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025710014,1,1968300,DIEGO BEEKMAN MUTUAL,87,1906,5,354 Cypress Avenue
,3456098,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025560022,1,294300,"BELLA VISTA, L.P.",20,1910,1,370 St Anns Avenue
,3456111,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025517501,,645980,,8,2008,1,615 East 138 Street
,3456125,36005004100,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022680019,,6565,532 E 142 LLC,7,2015,1,532 East 142 Street
,3456129,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025510062,,642150,DIEGO BEEKMAN MUTUAL,29,1920,1,613 East 138 Street
,3456141,36005000400,Soundview/Parkchester,City Council District 18,BX 09 - Parkchester/Soundview,Bronx,New York City,2034327502,,2723022,,124,2005,72,117 Neptune Lane
,3456206,36085003300,North Shore,City Council District 49,SI 01 - St. George/Stapleton,Staten Island,New York City,5006157501,,523978,,30,2009,13,31 Jake Court
,3456208,36085003600,North Shore,City Council District 49,SI 01 - St. George/Stapleton,Staten Island,New York City,5029987501,,175910,,18,2010,6,1A Rockwell Avenue
,3456226,36085004000,North Shore,City Council District 49,SI 01 - St. George/Stapleton,Staten Island,New York City,5029227501,,5178,,12,2008,2,15 Mosel Avenue
,3456238,36005002300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2023110001,,26708850,NYC HOUSING AUTHORITY,1022,1964,7,188 Lincoln Avenue
,3456290,36005002701,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025500007,,158850,ST ANNS APARTMENTS LL,12,1910,1,218 St Anns Avenue
,3456300,36005002500,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022640007,,946350,BROOKHAVEN HOUSING D,26,1900,1,202 Brown Place
,3456322,36005003900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022850060,,191571,QUADRANT PROPERTIES H,10,1931,1,475 East 140 Street
1,3456323,36005002500,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022820045,,591300,PLAZA BORINQUEN 88 HO,20,1974,3,211 Brown Place
,3456330,36005002500,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022810010,,1213650,NYC HOUSING AUTHORITY,65,1973,2,416 East 137 Street
,3456340,36005002701,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025500003,,504000,RAMNEG REALTY CORP,10,1931,1,214 St Anns Avenue
,3456349,36005002500,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022820007,,95214,E. 139TH ST. CLUSTER,8,1931,1,234 Willis Avenue
,3456352,36005003900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022660023,,152100,AFCO DEVELOPMENT LLC.,9,1931,1,223 St Anns Avenue
,3456416,36005001900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022950067,1,2360250,70 BRUCKNER HOUSING D,60,2010,1,70 Bruckner Boulevard
,3456423,36005001900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2023090029,,142912,JEBRAHAN CORP,9,1931,1,129 Alexander Avenue
,3456458,36005002500,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022800062,,136740,URBAN RENAISSANCE COL,10,1931,1,437 East 135 Street
,3456471,36005003900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2023010002,,108125,QUADRANT PROPERTIES H,9,1931,1,270 Alexander Avenue
,3456541,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025540001,,560250,"325-CPRS, LLC",14,1918,1,325 Cypress Avenue
,3456543,36005002701,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025480001,,11551500,NYC HOUSING AUTHORITY,690,1961,5,160 St Anns Avenue
,3456556,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025560002,1,8392050,TC HOUSING DEVELOPMEN,191,1985,1,350 St Anns Avenue
,3456559,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025560017,,374400,DIEGO BEEKMAN MUTUAL,17,1905,1,364 St Anns Avenue
1,3456563,36005003900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022670054,,252900,THE MOOR HOUSE GARDEN,11,1931,1,283 St Anns Avenue
,3456567,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025540049,1,814050,DIEGO BEEKMAN MUTUAL,40,1924,1,345 Cypress Avenue
,3456579,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025550003,1,1049850,DIEGO BEEKMAN MUTUAL,46,1920,1,593 East 141 Street
,3456589,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025530023,1,893250,DIEGO BEEKMAN MUTUAL,40,1920,2,600 East 141 Street
,3456608,36005002701,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025500044,1,624150,QUADRANT PROPERTIES H,42,1915,1,223 Cypress Avenue
,3456611,36005003900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022670040,,464400,DIEGO BEEKMAN MUTUAL,19,1910,1,305 St Anns Avenue
,3456625,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025520003,1,184950,LARE REALTY INC,11,1910,1,280 St Anns Avenue
,3456652,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025680076,,1705950,DIEGO BEEKMAN MUTUAL,75,1920,1,683 East 140 Street
,3456653,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025530002,1,5393700,RAINBOW PLAZA LLC,127,1985,1,575 East 140 Street
,3456661,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025680057,1,871650,DIEGO BEEKMAN MUTUAL,32,1920,1,688 East 141 Street
,3456663,36005002701,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025500038,,566550,QUADRANT PROPERTIES H,42,1910,1,235 Cypress Avenue
,3456667,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025550028,,552150,DIEGO BEEKMAN MUTUAL,25,1920,1,601 Oak Terrace
,3456669,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025550023,,353250,DIEGO BEEKMAN MUTUAL,25,1925,1,327 Beekman Avenue
,3456670,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025510030,,1202850,BARRIER FREE LIVING H,70,2014,,616 East 139 Street
,3456671,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025660003,1,291150,"BELLA VISTA, L.P.",16,1915,1,674 East 138 Street
1,3456681,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025730049,1,624150,TIMPSON HOUSING DEVEL,43,1929,1,720 St Marys Street
,3456694,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025540003,,526050,DIEGO BEEKMAN MUTUAL,35,1900,1,625 East 141 Street
,3456725,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025530019,,590400,DIEGO BEEKMAN MUTUAL,29,1920,3,592 East 141 Street
,3456737,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025510045,,100800,QUADRANT PROPERTIES H,17,1915,1,647 East 138 Street
,3456749,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025560023,1,588600,DIEGO BEEKMAN MUTUAL,25,1920,1,570 St Marys Street
1,3456752,36005004100,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022690001,1,2970450,NYC HOUSING DEVELOPME,173,1970,2,370 Brook Avenue
,3456776,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025660005,,144000,QUADRANT PROPERTIES H,16,1915,1,678 East 138 Street
,3456800,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025530009,1,590400,DIEGO BEEKMAN MUTUAL,29,1920,3,578 East 141 Street
,3456807,36005002701,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025500010,1,282150,QUADRANT PROPERTIES H,33,1910,1,574 East 138 Street
,3456808,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025540018,1,1318050,DIEGO BEEKMAN MUTUAL,67,1920,1,348 Beekman Avenue
,3456809,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025540002,1,340034,"JEROME CLUSTER 1, LLC",10,1920,1,627 East 141 Street
,3456814,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025520001,1,139950,"BETANCOURT, JOSE L.",15,1910,1,276 St Anns Avenue
,3456817,36005004100,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022680018,,2197,532 E 142 LLC,7,,1,532 East 142 Street
,3456821,36005003500,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025730071,1,777150,TIMPSON HOUSING DEVEL,42,1929,1,390 Jackson Avenue
,3456839,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025680054,,1075950,DIEGO BEEKMAN MUTUAL,43,1920,1,676 East 141 Street
,3456849,36005003900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022670055,,421200,THE MOOR HOUSE GARDEN,10,1931,1,281 St Anns Avenue
1,3456850,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025510040,,1227600,BARRIER FREE LIVING H,50,2013,1,637 East 138 Street
,3456851,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025680012,,1618200,NEW YORK CITY HOUSING,200,1969,3,690 East 140 Street
,3456864,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025560027,,237150,DIEGO BEEKMAN MUTUAL,23,1920,1,576 St Marys Street
,3456873,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025660001,1,315000,"JEROME CLUSTER 1, LLC",20,1905,1,232 Cypress Avenue
,3456880,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025540005,,578250,DIEGO BEEKMAN MUTUAL,29,1920,1,615 East 141 Street
,3456897,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025530031,,938250,DIEGO BEEKMAN MUTUAL,42,1920,1,620 East 141 Street
1,3456904,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025520061,1,1537200,NEW YORK CITY EDUCATI,90,1905,1,587 East 139 Street
,3456908,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025520055,,1422000,DIEGO BEEKMAN MUTUAL,47,1920,1,607 East 139 Street
,3456928,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025680051,,726750,DIEGO BEEKMAN MUTUAL,33,1920,1,666 East 141 Street
,3456932,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025680073,,1772550,691 EAST 140 LLC,21,2006,1,691 East 140 Street
,3456940,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025530036,1,1161000,DIEGO BEEKMAN MUTUAL,53,1920,1,626 East 141 Street
,3456941,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025540044,,304650,QUADRANT PROPERTIES H,48,1925,1,353 Cypress Avenue
,3456949,36005004100,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2022680013,,233321,NYC HOUSING DEVELOPME,9,1915,1,520 East 142 Street
,3456955,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025680045,,1039050,DIEGO BEEKMAN MUTUAL,50,1920,1,298 Cypress Avenue
,3456957,36005002701,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025500017,,190350,ST ANNS APARTMENTS LL,16,1910,1,590 East 138 Street
,3456977,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025510065,,788850,DIEGO BEEKMAN MUTUAL,35,1920,1,597 East 138 Street
,3456984,36005003500,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025780006,,1014300,JACKSON-TRINITY HOUSI,47,1928,1,440 Jackson Avenue
,3456987,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025680009,,348300,PEDRO REALTY CORP,36,1920,1,680 East 140 Street
,3456999,36005002701,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025480042,,3235050,NYC HOUSING AUTHORITY,125,1961,1,169 Cypress Avenue
,3457006,36005003300,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025540010,1,1548900,DIEGO BEEKMAN MUTUAL,74,1905,1,328 Beekman Avenue
,3457007,36005002702,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025660020,1,209700,"BELLA VISTA, L.P.",18,1910,1,231 Jackson Avenue
,3457045,36005001900,Mott Haven/Hunts Point,City Council District 17,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025980077,1,152550,RF GAME INC,12,1905,1,906 East 141 Street
,3457050,36005003500,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025760011,,81334,"BELLA VISTA, L.P.",5,1915,2,442 Wales Avenue
,3457503,36005003100,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2026000047,,44578,NEW YORK EQUITY FUND,6,1931,1,830 East 147 Street
,3457585,36005005100,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2023410055,,513900,GRAND & ROGERS HOUSIN,25,1905,1,384 Grand Concourse
1,3457645,36005007900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2026530028,1,1952550,592 WALES AVENUE HOUS,59,2013,,592 Wales Avenue
,3457682,36005008300,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2026840085,,542700,SOUTHERN BLVD IV ASSO,28,1911,1,647 Fox Street
,3457715,36005008300,Mott Haven/Hunts Point,City Council District 8,BX 02 - Hunts Point/Longwood,Bronx,New York City,2026030022,,363150,QUADRANT PROPERTIES H,35,1909,1,586 Southern Boulevard
,3457718,36005008300,Mott Haven/Hunts Point,City Council District 8,BX 02 - Hunts Point/Longwood,Bronx,New York City,2026030035,1,1006200,TIMPSON HOUSING DEV.F,72,1929,1,581 Timpson Place
,3457890,36005005100,Mott Haven/Hunts Point,City Council District 17,BX 01 - Mott Haven/Melrose,Bronx,New York City,2023430012,1,496800,424 SHEVA REALTY ASSO,28,1905,1,428 Grand Concourse
,3457904,36005003900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2023140001,,80000,EAST ONE THIRTY EIGHT,145,1965,1,271 East 138 Street
,3457909,36005019300,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,2025260078,1,392850,1065 SUMMIT LLC,26,1927,1,1065 Summit Avenue
