short_name,long_name,Borough,2000,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
adlt_incar_rt,"Adult Incarceration Rate (per 100,000 people age 15 or older)",Brooklyn,860.8,858.8,1002,1208.4,1190.6,1312.8,1198.5,1226.6,1252.9,1167.7,984.8
adlt_incar_rt,"Adult Incarceration Rate (per 100,000 people age 15 or older)",Manhattan,2740.5,1859.5,1844.4,2007.2,1966.8,1952.3,1887,1854,1950.1,1968.4,1952.8
adlt_incar_rt,"Adult Incarceration Rate (per 100,000 people age 15 or older)",Queens,513.2,537,532.5,539.6,520.8,495.6,484,470.6,442.8,473.5,476.9
adlt_incar_rt,"Adult Incarceration Rate (per 100,000 people age 15 or older)",Staten Island,408.3,525.1,595.9,674.5,721.1,646.4,555.6,514.1,481.4,446.9,435
adlt_incar_rt,"Adult Incarceration Rate (per 100,000 people age 15 or older)",Bronx,2232.4,1474.1,1343.3,1588,1448,1331,1005.7,890.9,942,950.3,829.4
