short_name,long_name,Sub-Borough Area,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
rent_burden_mod_pct,Moderately rent-burdened households,Soundview/Parkchester,0.232413708299646,0.216210804533259,0.250068857898441,0.225038206826286,0.244353509068155,0.263119055428009,0.236013948149271,0.238288114525738,0.188685795976718,0.255235548241103,0.237418290283683,0.253620434874393
rent_burden_mod_pct,Moderately rent-burdened households,Throgs Neck/Co-op City,0.213018060299873,0.127710574725458,0.207139929898403,0.205243812790983,0.187988073264234,0.16355978472818,0.260986509972689,0.220867390236277,0.25290720670833,0.208420254124787,0.157351778656126,0.275337123525819
rent_burden_mod_pct,Moderately rent-burdened households,Pelham Parkway,0.21755659829978,0.162244177840508,0.201447291199656,0.220138888888889,0.202280580511403,0.239403802056365,0.222753962597156,0.280915287244401,0.245361937529515,0.253265381889365,0.262259985281327,0.310696376980042
rent_burden_mod_pct,Moderately rent-burdened households,Williamsbridge/Baychester,0.281811469398235,0.222038111019056,0.261787173596531,0.218090707723592,0.219825558249792,0.249594869496259,0.25892637713724,0.252873563218391,0.240525770618281,0.29786349026281,0.265610404541209,0.262670500133726
rent_burden_mod_pct,Moderately rent-burdened households,Williamsburg/Greenpoint,0.226117140899078,0.248115096531778,0.259568613997544,0.248237556077761,0.24811420593997,0.218581163031733,0.247076819915343,0.217685386286069,0.254001073579992,0.22614618398,0.212070886075949,0.228780193015547
rent_burden_mod_pct,Moderately rent-burdened households,Brooklyn Heights/Fort Greene,0.217815875399538,0.20712120684249,0.18837555889877,0.191269194798926,0.174716493330983,0.215615215122347,0.250563329345982,0.186432729178736,0.204733727810651,0.201919417106193,0.215731195112638,0.216796152423233
rent_burden_mod_pct,Moderately rent-burdened households,Bedford Stuyvesant,0.234791544298787,0.218167569593513,0.255889075098821,0.229710738962408,0.219732005217598,0.241053938474272,0.275226622137405,0.264037753959367,0.260395933078702,0.259942999460806,0.235073409461664,0.240624582944081
rent_burden_mod_pct,Moderately rent-burdened households,Bushwick,0.198517928798537,0.235202233374323,0.201908191998882,0.25071499726855,0.213461267108791,0.254793658061931,0.237835722869679,0.24086857626491,0.260468227424749,0.298800947399586,0.228091611729939,0.235677618069815
rent_burden_mod_pct,Moderately rent-burdened households,East Flatbush,0.285930982197897,0.273569053662722,0.283127354399767,0.239538426631228,0.252810716604586,0.262960413080895,0.236255675864478,0.233829430909723,0.270109984904033,0.266359300476948,0.229083665338645,0.222208501836817
rent_burden_mod_pct,Moderately rent-burdened households,Flatlands/Canarsie,0.278134753098129,0.25365117414658,0.265546218499367,0.181430374787794,0.228814213982233,0.236565664226933,0.296846882090603,0.236690118660086,0.213885778275476,0.258969479100585,0.226703705039864,0.232850085040901
rent_burden_mod_pct,Moderately rent-burdened households,Astoria,0.276203313496808,0.262766260537297,0.272175315396453,0.239277086874832,0.244847034694924,0.257780858904659,0.238267676213468,0.256389495177075,0.231471211051729,0.268790617638706,0.243737873411526,0.249851455733809
rent_burden_mod_pct,Moderately rent-burdened households,Sunnyside/Woodside,0.279684095898119,0.201048476996776,0.203484878798918,0.217985149876249,0.236965249896165,0.323384339442856,0.213592492580809,0.211576846307385,0.246035643106785,0.312691887391372,0.287763273365511,0.29786703601108
rent_burden_mod_pct,Moderately rent-burdened households,Jackson Heights,0.271193902499363,0.239460165962491,0.29011955219903,0.298530355001534,0.282695743239081,0.259054431787443,0.285566364206109,0.215899156820169,0.286863341018654,0.283646656697287,0.257470346715328,0.257307998937018
rent_burden_mod_pct,Moderately rent-burdened households,Elmhurst/Corona,0.274344391797058,0.292372745619374,0.289951305898285,0.246493546882289,0.276431649284956,0.243289332406998,0.243767760268664,0.265972647479077,0.281680631003898,0.278652090341182,0.259964555026584,0.280861579316195
rent_burden_mod_pct,Moderately rent-burdened households,Middle Village/Ridgewood,0.247115078098432,0.242296275895835,0.230332020299102,0.200578016523733,0.249238578680203,0.229575210108056,0.210609591208538,0.210320540462843,0.230597562766114,0.189041623843782,0.253609541745135,0.199533045977011
rent_burden_mod_pct,Moderately rent-burdened households,Rego Park/Forest Hills,0.226711026598423,0.196389969736273,0.224429462499756,0.204658202303876,0.195930585025765,0.28915792112898,0.215523288439955,0.236452472608824,0.271386219952138,0.263157894736842,0.184950675155671,0.224264282699612
rent_burden_mod_pct,Moderately rent-burdened households,Flushing/Whitestone,0.246166342598372,0.263038876058507,0.281782994097739,0.236309841393025,0.277964241234458,0.220064259339184,0.269206860826522,0.27589462980001,0.219407242663057,0.235752989536622,0.256726540039806,0.232465127762005
rent_burden_mod_pct,Moderately rent-burdened households,Hillcrest/Fresh Meadows,0.267312965897872,0.230204081632653,0.206088186898342,0.261028400832777,0.180084820020329,0.250227755845733,0.218274667153018,0.206715867158672,0.29218886070198,0.205231668289968,0.224722321748477,0.28953568953569
rent_burden_mod_pct,Moderately rent-burdened households,Ozone Park/Woodhaven,0.243087268499949,0.206396989651929,0.247165131098882,0.247263745155658,0.245407503234153,0.271107178968655,0.230018777043024,0.231058293015172,0.22552783109405,0.256505117770379,0.237041983139972,0.278212290502793
rent_burden_mod_pct,Moderately rent-burdened households,South Ozone Park/Howard Beach,0.288422892099334,0.22103274559194,0.275291232399468,0.231158357771261,0.295068310563146,0.21079525008996,0.215469213515665,0.279028478091045,0.250787263820854,0.206690561529271,0.182965791319255,0.276177024482109
