short_name,long_name,Sub-Borough Area,2005-2009,2006-2010,2007-2011,2008-2012,2009-2013,2010-2014,2011-2015,2012-2016
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Greenwich Village/Financial District,0.332898361606496,0.348360018653816,0.316951337415404,0.33290405666452,0.325007903888713,0.35419542874674,0.352734717753729,0.39585764294049
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Lower East Side/Chinatown,0.22814371257485,0.255747455106943,0.245789602147913,0.239639200390054,0.265095903386218,0.273580185138854,0.344683714670256,0.375978090766823
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Chelsea/Clinton/Midtown,0.336843364843843,0.319686069326357,0.332846521508232,0.356075949367089,0.357404145779705,0.361841105878779,0.350955322511133,0.392754456584244
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Stuyvesant Town/Turtle Bay,0.444217513403115,0.458741089766824,0.431111714402063,0.413611111111111,0.39403926063906,0.483009708737864,0.462103687576541,0.460436382754995
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Upper West Side,0.354455445544554,0.351034628378378,0.350641773628938,0.388545395379108,0.409176133230396,0.424084350721421,0.390768912346062,0.39066003704787
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Upper East Side,0.478695015924938,0.444878291933206,0.47136563876652,0.497204100652377,0.492541811059214,0.516629711751663,0.551100939152395,0.501002004008016
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Morningside Heights/Hamilton Heights,0.278636459877197,0.297675375437153,0.275141488898563,0.308181432810513,0.270398677959099,0.274263342262518,0.296975609756098,0.317483540599854
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Park Slope/Carroll Gardens,0.412082789483498,0.406717780211756,0.421201914554157,0.443597020219936,0.457643814026793,0.503862150920974,0.471408365326329,0.468879668049793
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Central Harlem,0.123573200992556,0.154812425734171,0.163928756700674,0.217097862767154,0.221293665385258,0.271084337349398,0.251061893203884,0.267577828397874
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",East Harlem,0.103577448960479,0.103863432165319,0.135868448098664,0.189626556016598,0.181270282800185,0.268807545474961,0.236820762368208,0.199886428165815
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Washington Heights/Inwood,0.105585235551238,0.103621539628366,0.115107913669065,0.127056318947165,0.14218847514042,0.147726253475648,0.15530765208297,0.150031614126998
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Mott Haven/Hunts Point,0.0405325443786982,0.0226612434631028,0,0.0266233766233766,0.0447619047619048,0.0419111483654652,0.071937984496124,0.0884955752212389
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Morrisania/Belmont,0.021306032097399,0.0273812991552578,0.0427792915531335,0.0604007071302298,0.0673952641165756,0.0877556303391147,0.0843728736674983,0.060981098109811
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Highbridge/South Concourse,0.00540540540540541,0.0076801890508074,0.00919448331001399,0.0158976347421481,0.0214582877162251,0.0135900339750849,0.0157819225251076,0.0342146189735614
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",University Heights/Fordham,0.0305154639175258,0.0341737862054595,0.0233487589398401,0.0327510917030568,0.0186152099886493,0.0317939197029473,0.0344499881206938,0.0404271548436308
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Kingsbridge Heights/Mosholu,0.0285848172446111,0.0368271954674221,0.0430594900849858,0.0436168094005178,0.0623822482729747,0.0800668772060189,0.0537938844847112,0.0538999264164827
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Riverdale/Kingsbridge,0.0957804331590739,0.107022155463763,0.144955546965597,0.176810477657935,0.181201151789387,0.23534989569505,0.229892205638474,0.207708779443255
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Soundview/Parkchester,0.0462314373774166,0.0508241758241758,0.0640309411259132,0.0739130434782609,0.065437509445368,0.100987432675045,0.0761201220491408,0.0495502861815209
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Throgs Neck/Co-op City,0.0807814149947202,0.0891089108910891,0.105069970176646,0.105585980284775,0.0855933833429506,0.110574435052613,0.0835611089418196,0.0839662447257384
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Pelham Parkway,0.0499276410998553,0.0654205607476635,0.0836516424751719,0.0993910823021018,0.103429304969741,0.131653154740924,0.0982016569003839,0.104319939634031
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Williamsbridge/Baychester,0.107142857142857,0.119464672308601,0.0996183972685278,0.121366131327506,0.109989023051592,0.107761529808774,0.103620771796093,0.0982846546128883
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Williamsburg/Greenpoint,0.262836970474968,0.325049550236316,0.317331762627006,0.362782757148954,0.354591161682985,0.374378944541426,0.336942675159236,0.34789095347891
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Brooklyn Heights/Fort Greene,0.232982324182023,0.244420250408274,0.309427414690573,0.325937878176684,0.354381443298969,0.386544086920184,0.363268608414239,0.325945506303375
rburden_mod_ami_81_120,"Moderately rent-burdened households, moderate income",Bedford Stuyvesant,0.140787249456653,0.169425087108014,0.188858067498844,0.242328519855596,0.238002908385846,0.246278179498086,0.255239355834988,0.299835593916975
